,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,History,Adventure,Comedy,Documentary,Action,Mystery,Western,Fantasy,Drama,Music,Romance,Sport,Sci-Fi,War,Film-Noir,Family,Crime,Short,Biography,Animation,Horror,News,Thriller,Musical
Kiss the Girls,1.0,0.10098522167487685,0.33436532507739936,0.0016956521739130437,0.029782608695652177,0.0171875,0.07954102013057272,0.02997350509747248,0.021808048969896306,0.023255813953488372,0.02806878829808263,0.0064285198574803165,0.8099999999999987,0.006978102189781022,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Blues Brothers,1.0,0.15270935960591134,0.4365325077399381,0.028,0.014173913043478262,0.0015625,0.07126815626631378,0.08429781998498011,0.00390723737304524,0.023255813953488372,0.06285827238584701,0.0064285198574803165,0.6400000000000006,0.005905109489051095,0.8181818181818182,0.04520917678812417,0.04011461318051576,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sisterhood of the Traveling Pants 2,1.0,0.08866995073891626,0.34674922600619196,0.0018695652173913045,0.02273913043478261,0.0014890625000000002,0.05797093416862492,0.013196556432011902,0.005367502626650222,0.09302325581395349,0.006325360743229888,0.004714234054215005,0.9200000000000017,0.0052043795620437955,0.5974025974025974,0.04520917678812417,0.0025616045845272208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joyful Noise,1.0,0.11945812807881774,0.3436532507739938,0.028260869565217395,0.031086956521739133,0.0015625,0.040657164844204945,0.0038295401888671695,0.005160416000487263,0.09302325581395349,0.01383672662581538,0.005952329356573286,0.9600000000000009,0.005642335766423358,0.5324675324675324,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
About a Boy,1.0,0.1933497536945813,0.2910216718266254,0.005608695652173913,0.00013043478260869567,0.000103125,0.05334147239149172,0.08522872196567675,0.0001126794877651394,0.0,0.07709033405811426,0.007142805608840863,0.8599999999999994,3.649635036496351e-05,0.7142857142857142,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lake Placid,1.0,0.18596059113300492,0.23219814241486067,0.002130434782608696,0.01865217391304348,0.0015625,0.041772484580440715,0.025303016584021745,0.005044691121160904,0.0,0.07214864597746591,0.0064285198574803165,0.8300000000000018,0.006481751824817518,0.5194805194805194,0.07894736842105264,0.005730659025787966,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Lucky Number Slevin,1.0,0.24753694581280788,0.3188854489164087,0.005130434782608696,0.04347826086956522,0.0203125,0.029578115514021435,0.15513928317588485,0.0402768260929149,0.06976744186046512,0.1000197667523226,0.0064285198574803165,0.8999999999999986,0.08029197080291971,0.8051948051948051,0.07894736842105264,0.02865329512893983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Right Stuff,1.0,0.09729064039408868,0.5758513931888545,0.005782608695652175,0.03565217391304348,0.003125,0.02827045007559674,0.02678843551062607,0.00965541394484796,0.0,0.03340581142518285,0.0064285198574803165,0.6700000000000017,0.006029197080291971,0.8181818181818182,0.04520917678812417,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anonymous,1.0,0.35344827586206895,0.3808049535603716,0.03373913043478261,0.01556521739130435,0.001403125,0.005868634630916664,0.02040705212991912,0.0037336500540557003,0.06976744186046512,0.026685115635501088,0.007142805608840863,0.9499999999999993,0.004262773722627737,0.6883116883116883,0.07894736842105264,0.042979942693409746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The NeverEnding Story,1.0,0.1206896551724138,0.2693498452012384,0.01082608695652174,0.011782608695652175,0.0008171875,0.03293045731801466,0.05891491035112108,0.0023754054177515874,0.023255813953488372,0.05593990907293932,0.0064285198574803165,0.6799999999999997,0.0022773722627737226,0.7532467532467533,0.07894736842105264,0.060171919770773644,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dark City,1.0,0.27216748768472904,0.32198142414860687,0.01282608695652174,0.023086956521739133,0.0046875,0.01885247840060525,0.09286768113085948,0.007150579385744523,0.023255813953488372,0.12314686696975688,0.0064285198574803165,0.8200000000000003,0.006437956204379563,0.7922077922077921,0.07894736842105264,0.04011461318051576,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Duchess,1.0,0.23768472906403942,0.3188854489164087,0.0004347826086956522,0.036695652173913046,0.0046875,0.018176825331687033,0.03655669240406472,0.00977570691151615,0.06976744186046512,0.027475785728404825,0.003214233976357859,0.9200000000000017,0.014598540145985403,0.6883116883116883,0.07894736842105264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Return to Oz,1.0,0.06773399014778325,0.3157894736842105,0.007869565217391305,0.005956521739130435,0.0004734375,0.03293045731801466,0.011577390621976269,0.0014617879493855923,0.0,0.04091717730776834,0.005952329356573286,0.6900000000000013,0.0010656934306569343,0.6623376623376623,0.04520917678812417,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Newton Boys,1.0,0.07635467980295567,0.35913312693498456,0.0,0.014086956521739132,0.0171875,0.013540641711310811,0.004914310265546744,0.018225145798120995,0.09302325581395349,0.0075113658825854916,0.0064285198574803165,0.8200000000000003,0.004357664233576642,0.5714285714285714,0.07894736842105264,0.0009025787965616047,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Case 39,1.0,0.2044334975369458,0.3157894736842105,0.0009565217391304348,0.015434782608695654,0.021875000000000002,0.01742040232085839,0.035833512352945004,0.024043366375831775,0.023255813953488372,0.03419648151808658,0.0064285198574803165,0.9299999999999997,0.005226277372262774,0.5974025974025974,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Suspect Zero,1.0,0.12315270935960591,0.28482972136222917,0.0023478260869565218,0.017304347826086957,0.00116875,0.01145606426334604,0.009794296109681912,0.002620559438429796,0.0,0.027278118205178892,0.0064285198574803165,0.879999999999999,0.0035693430656934307,0.5584415584415584,0.010121457489878555,0.002340974212034384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Martian Child,1.0,0.1440886699507389,0.3065015479876161,0.0018695652173913045,0.02,0.0015625,0.009844428710615097,0.01031567223491634,0.00379912597262193,0.0,0.01383672662581538,0.0064285198574803165,0.9100000000000001,0.0036934306569343066,0.6753246753246752,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spy Kids: All the Time in the World in 4D,1.0,0.09236453201970443,0.2538699690402477,0.0,0.02782608695652174,0.003125,0.0506718289686421,0.00938654565532718,0.006564341510209675,0.11627906976744186,0.016208736904526587,0.0064285198574803165,0.9499999999999993,0.005357664233576642,0.2597402597402597,0.04520917678812417,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Money Monster,1.0,0.32881773399014774,0.281733746130031,0.0,0.02773913043478261,0.0125,0.05392250289358455,0.011602838037850368,0.016588247833965255,0.023255813953488372,0.02016208736904527,0.0064285198574803165,1.0,0.005094890510948905,0.6623376623376623,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Formula 51,1.0,0.11576354679802955,0.2662538699690402,0.0013478260869565217,0.0024782608695652175,0.0012234375000000001,0.006842611571010149,0.025371073626475726,0.0015896943949568318,0.046511627906976744,0.03281280885550504,0.006666615107933832,0.8500000000000014,0.0009635036496350365,0.6103896103896104,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Flawless,1.0,0.09482758620689656,0.32507739938080493,0.023521739130434784,0.02773913043478261,0.034375,0.005897816529800168,0.00864442799239418,0.07007750521523305,0.023255813953488372,0.020557422415497136,0.003571376852038132,0.8300000000000018,0.16058394160583941,0.6233766233766234,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mindhunters,1.0,0.15517241379310345,0.2910216718266254,0.009217391304347827,0.03256521739130435,0.0015625,0.005885653570097901,0.029234938236754472,0.0063740045376334264,0.0,0.044475192725835146,0.0064285198574803165,0.879999999999999,0.007065693430656934,0.6233766233766234,0.07894736842105264,0.005730659025787966,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
What Just Happened,1.0,0.16748768472906403,0.30030959752321984,0.01182608695652174,0.7391304347826088,0.034375,0.0014322088861176625,0.014062360372100399,0.10959298341784296,0.023255813953488372,0.02174342755485274,0.005952329356573286,0.9200000000000017,0.13138686131386862,0.5324675324675324,0.07894736842105264,0.0024212034383954157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Statement,0.0,0.06527093596059114,0.34984520123839014,0.01208695652173913,0.01682608695652174,0.00131875,0.0010031246511983667,0.0025163351696898787,0.005003578335084434,0.09302325581395349,0.010081043684522634,0.005476138855666255,0.870000000000001,0.005591240875912409,0.5974025974025974,0.04520917678812417,0.0005386819484240688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Magic Flute,1.0,0.04556650246305419,0.39628482972136225,0.0,0.00013043478260869567,7.8125e-06,0.03293045731801466,0.0005450481400010298,3.654469873463981e-05,0.023255813953488372,0.003558015418066812,0.0064285198574803165,0.8999999999999986,2.9197080291970804e-05,0.6493506493506492,0.07894736842105264,0.00102865329512894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Paul Blart: Mall Cop,1.0,0.2044334975369458,0.26006191950464397,0.001782608695652174,0.014260869565217393,0.0008859375,0.02737516288257595,0.04983195828517557,0.004498043335921916,0.023255813953488372,0.0395335046451868,0.006190424607026801,0.9299999999999997,0.002934306569343066,0.4675324675324676,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freaky Friday,1.0,0.15763546798029557,0.2786377708978328,0.0030434782608695656,0.022260869565217393,0.003125,0.14493287581407102,0.05721999409383231,0.006066419989950209,0.046511627906976744,0.053370231271002176,0.006190424607026801,0.870000000000001,0.003854014598540146,0.5844155844155844,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The 40-Year-Old Virgin,1.0,0.2660098522167487,0.390092879256966,0.0,0.009478260869565217,0.010937500000000001,0.1436456270540568,0.18570222144104573,0.012700805506067944,0.023255813953488372,0.10772880015813402,0.006190424607026801,0.8900000000000006,0.007051094890510949,0.7142857142857142,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shakespeare in Love,1.0,0.16379310344827586,0.35913312693498456,0.0046956521739130435,0.010391304347826088,0.0015625,0.13180856103659502,0.10387220899548397,0.0025733558692308867,0.0,0.1484483099426764,0.005952329356573286,0.8200000000000003,0.001927007299270073,0.7272727272727273,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Walk Among the Tombstones,1.0,0.31034482758620685,0.3312693498452013,0.0030869565217391307,0.013608695652173914,0.021875000000000002,0.034157802515309275,0.052045883466222104,0.023492150503250958,0.0,0.040719509784542404,0.006666615107933832,0.9800000000000004,0.003204379562043796,0.6363636363636364,0.07894736842105264,0.042979942693409746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kindergarten Cop,1.0,0.05541871921182266,0.32198142414860687,0.01847826086956522,0.014956521739130436,0.0011609375,0.12025883277913958,0.06379371259451791,0.0036590379608058107,0.09302325581395349,0.021348092508400873,0.006190424607026801,0.740000000000002,0.002875912408759124,0.5714285714285714,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pineapple Express,1.0,0.2844827586206896,0.3405572755417957,0.010173913043478262,0.03995652173913044,0.0171875,0.11484623944658612,0.15105822783012252,0.023738827219709775,0.06976744186046512,0.07372998616327338,0.0064285198574803165,0.9200000000000017,0.007218978102189781,0.7012987012987012,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ever After: A Cinderella Story,1.0,0.11206896551724138,0.3529411764705882,0.003130434782608696,0.014913043478260871,0.0015625,0.08639416022248407,0.03429660679422332,0.004182845309335648,0.023255813953488372,0.0679976279897213,0.006190424607026801,0.8200000000000003,0.005795620437956205,0.7012987012987012,0.07894736842105264,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Open Range,1.0,0.18719211822660098,0.40866873065015485,0.0,0.028173913043478264,0.0046875,0.07669701772183334,0.032011073768507814,0.008310873570569336,0.0,0.09745008895038546,0.00523804360521274,0.870000000000001,0.005058394160583942,0.7662337662337662,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flatliners,1.0,0.05911330049261084,0.33436532507739936,0.023521739130434784,0.01921739130434783,0.0125,0.08085388342626261,0.03671056050004764,0.015977646825940647,0.11627906976744186,0.029057125914212296,0.006190424607026801,0.740000000000002,0.007299270072992701,0.6493506493506492,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
A Bridge Too Far,0.0,0.06773399014778325,0.5201238390092879,0.0,0.0006086956521739131,0.0006015625,0.06679744675412913,0.02383298446701571,0.0010186834772280846,0.32558139534883723,0.041312512354220204,0.006190424607026801,0.6099999999999994,0.0016934306569343065,0.7532467532467533,0.07894736842105264,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Red Eye,1.0,0.27463054187192115,0.24148606811145515,0.0,0.0077391304347826095,0.00051875,0.07607956671619094,0.05569019013954061,0.0016597384008648914,0.0,0.13283257560782763,0.006190424607026801,0.8900000000000006,0.00208029197080292,0.6363636363636364,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Final Destination 2,1.0,0.2142857142857143,0.2569659442724458,0.006956521739130435,0.017043478260869566,0.00116875,0.06108519754194869,0.07147824038812635,0.004829991016094895,0.0,0.0931014034394149,0.006190424607026801,0.870000000000001,0.003204379562043796,0.5974025974025974,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
"O Brother, Where Art Thou?",1.0,0.2413793103448276,0.30959752321981426,0.0,0.02508695652173913,0.0015625,0.059837102992859284,0.13321248769794983,0.004668585263350236,0.06976744186046512,0.17019173749752917,0.006190424607026801,0.8399999999999999,0.00435036496350365,0.8051948051948051,0.07894736842105264,0.04584527220630373,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Legion,1.0,0.27709359605911327,0.28792569659442724,0.005391304347826087,0.02321739130434783,0.003125,0.052817380319780255,0.04785593685253341,0.005921763890792259,0.0,0.06206760229294327,0.006190424607026801,0.9400000000000013,0.0062043795620437955,0.4675324675324676,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Pain & Gain,1.0,0.41133004926108374,0.3777089783281734,0.0,0.01673913043478261,0.01875,0.06558106268462674,0.09537632289575022,0.02066754983021942,0.09302325581395349,0.056532911642617124,0.006190424607026801,0.9699999999999989,0.003007299270072993,0.6363636363636364,0.07894736842105264,0.12320916905444126,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
In Good Company,1.0,0.19211822660098524,0.3157894736842105,0.0034782608695652175,0.08695652173913045,0.029687500000000002,0.05981492432893516,0.02897928047727516,0.0433861708769205,0.046511627906976744,0.04210318244712394,0.006190424607026801,0.879999999999999,0.021897810218978103,0.6363636363636364,0.04520917678812417,0.0021088825214899713,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clockstoppers,1.0,0.08374384236453203,0.2693498452012384,0.03939130434782609,0.022956521739130438,0.003125,0.048632560846668754,0.006632306737232942,0.005964399372649339,0.0,0.01838307966001186,0.006190424607026801,0.8599999999999994,0.004284671532846716,0.4675324675324676,0.04520917678812417,0.0025042979942693413,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Silverado,1.0,0.05541871921182266,0.390092879256966,0.033,0.00291304347826087,0.001290625,0.04365495045576155,0.016713626025959914,0.0017571909308239308,0.09302325581395349,0.029254793437438233,0.006190424607026801,0.6900000000000013,0.0009489051094890512,0.7272727272727273,0.07894736842105264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brothers,1.0,0.2660098522167487,0.303405572755418,0.011304347826086957,0.13043478260869565,0.03125,0.03747702293639002,0.05209618649760114,0.06467345788984818,0.0,0.0395335046451868,0.006190424607026801,0.9299999999999997,0.10948905109489052,0.7142857142857142,0.07894736842105264,0.02865329512893983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Agent Cody Banks 2: Destination London,1.0,0.0665024630541872,0.28792569659442724,0.00034782608695652176,0.02556521739130435,0.0015625,0.030535865093500255,0.0065612906929331345,0.00569792761104259,0.09302325581395349,0.008499703498715162,0.006190424607026801,0.879999999999999,0.0068175182481751825,0.37662337662337664,0.07894736842105264,0.00047851002865329515,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
New Year's Eve,1.0,0.24507389162561577,0.3281733746130031,0.0,0.013347826086956522,0.034375,0.0717159175476775,0.039398517776795386,0.03571635222998797,0.3488372093023256,0.02628978058904922,0.013333282120632263,0.9499999999999993,0.007211678832116789,0.5324675324675324,0.04520917678812417,0.05730659025787966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Original Sin,1.0,0.11330049261083744,0.3436532507739938,0.002130434782608696,0.0067391304347826095,0.0171875,0.021370784361723738,0.026576570978464976,0.017757678193473726,0.023255813953488372,0.03558015418066812,0.009999948614283048,0.8500000000000014,0.0015766423357664234,0.5714285714285714,0.07894736842105264,0.008595988538681949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
The Raven,1.0,0.3251231527093596,0.3188854489164087,0.006956521739130435,0.01856521739130435,0.0012046875,0.02104628054161094,0.043131002705119485,0.0035874712591171414,0.023255813953488372,0.03735916188970152,0.006190424607026801,0.9600000000000009,0.00416058394160584,0.6233766233766234,0.07894736842105264,0.1002865329512894,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Welcome to Mooseport,1.0,0.09975369458128079,0.3188854489164087,0.0034782608695652175,0.022130434782608698,0.001290625,0.019025848570744082,0.00630977553603798,0.0037549677949842404,0.046511627906976744,0.018580747183237795,0.006190424607026801,0.879999999999999,0.004306569343065694,0.4675324675324676,0.04520917678812417,0.0007449856733524355,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Highlander: The Final Dimension,1.0,0.038177339901477834,0.28482972136222917,0.0002173913043478261,0.023260869565217394,0.0015625,0.01818470561465954,0.009580656176413321,0.004507179510605576,0.0,0.015418066811622852,0.006190424607026801,0.7800000000000011,0.0050437956204379564,0.35064935064935066,0.07894736842105264,0.0009140401146131806,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blood and Wine,1.0,0.050492610837438424,0.2910216718266254,0.0013043478260869566,0.009695652173913044,0.0015625,0.0014136988338226558,0.004596513467305101,0.0033925661991990623,0.06976744186046512,0.010674046254200436,0.00523804360521274,0.8000000000000007,0.006233576642335766,0.5844155844155844,0.04520917678812417,0.00041547277936962755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Snow White: A Tale of Terror,1.0,0.025862068965517244,0.28792569659442724,8.695652173913044e-05,0.022260869565217393,0.0010031250000000001,0.03293045731801466,0.004801276395036216,0.0033042498439236827,0.046511627906976744,0.013441391579363512,0.006190424607026801,0.8099999999999987,0.004656934306569343,0.6103896103896104,0.04520917678812417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
The Curse of the Jade Scorpion,1.0,0.1416256157635468,0.29721362229102166,0.4782608695652174,0.012043478260869565,0.0171875,0.009857072929047205,0.01881510913686508,0.01908546891416564,0.0,0.034987151610990315,0.006190424607026801,0.8500000000000014,0.006518248175182482,0.6753246753246752,0.01282051282051283,0.00236676217765043,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accidental Love,1.0,0.06773399014778325,0.28792569659442724,0.03204347826086957,0.03547826086956522,0.0234375,0.03293045731801466,0.0029595936461945162,0.02903476314467133,0.11627906976744186,0.005337023127100217,0.006190424607026801,0.990000000000002,0.007153284671532847,0.3116883116883117,0.04520917678812417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
